Start Count;End Count;Improvement Count;Starting Positions;Move Sequence;Move Count;Value
8;9;1;E1-E5-E6-E7-K10-K11-K3-K5;Rb U Lb Ub R U L Ub;8;0.12
9;10;1;E1-E2-E5-E6-E7-K10-K11-K3-K5;Rb L Rb Rb Ub L U Lb Rb U Lb Ub;12;0.08
10;11;1;E1-E2-E5-E6-E7-K10-K11-K3-K5-K9;Rb Fb Rb F L Fb R F Lb R;10;0.10
11;12;1;E1-E2-E3-E5-E6-E7-K10-K11-K3-K5-K9;Db U Rb Ub Rb Db Ub D R U R U R D U U;16;0.06
5;7;2;E2-E5-E7-E8-K8;U Rb Ub R Ub;5;0.40
7;8;1;E2-E5-E6-E7-E8-K3-K8;Ub Rb U R U F Rb Fb;8;0.12
8;10;2;E2-E3-E5-E6-E7-E8-K3-K8;Db Db Bb Bb D D Bb Bb D D Bb Bb;12;0.17
10;11;1;E2-E3-E5-E6-E7-E8-K3-K6-K8-K9;Rb Fb R F R F R Fb Rb Fb;10;0.10
11;12;1;E2-E3-E5-E6-E7-E8-K3-K6-K7-K8-K9;D L Bb Db Bb Lb Bb D L B;10;0.10
8;9;1;E1-E2-K1-K10-K11-K12-K4-K8;Lb Ub B U L Bb L;7;0.14
10;11;1;E1-E2-E5-E8-K1-K11-K12-K4-K5-K8;Db Lb Lb Lb D Rb Db Lb D R;10;0.10
11;12;1;E1-E2-E5-E7-E8-K1-K11-K12-K4-K5-K8;B R B Rb F R Bb Rb Bb Fb;10;0.10
7;8;1;E3-E4-E6-E8-K10-K11-K12;Fb L U Lb F;5;0.20
9;10;1;E3-E4-E5-E6-E7-E8-K10-K11-K12;L R L Rb Lb R Ub Lb Ub Lb Ub L U L U Lb Rb L;18;0.06
10;11;1;E3-E4-E5-E6-E7-E8-K10-K11-K12-K6;Rb Ub Rb Fb Fb Fb Fb Ub R U Rb Rb Rb U R Ub;16;0.06
11;12;1;E3-E4-E5-E6-E7-E8-K10-K11-K12-K6-K8;Lb Lb Lb U U L L U U L L Ub Ub L;14;0.07
8;9;1;E6-K10-K11-K2-K5-K6-K7-K8;Lb Rb Fb L R;5;0.20
9;11;2;E6-K10-K11-K12-K2-K5-K6-K7-K8;L L U L L Ub;6;0.33
8;9;1;E1-E5-E8-K10-K5-K6-K7-K9;Rb F R Fb;4;0.25
9;10;1;E1-E4-E5-E8-K10-K5-K6-K7-K9;Db Fb Rb F R D;6;0.17
10;12;2;E1-E4-E5-E6-E8-K10-K5-K6-K7-K9;Fb Lb U L U F Ub;7;0.29
5;6;1;E3-E7-K4-K6-K9;U B Ub Bb;4;0.25
7;8;1;E2-E3-E6-E7-E8-K4-K6;B D D Lb Db B D Lb Db Bb Db Bb D Bb Db B;16;0.06
9;11;2;E2-E3-E7-K10-K11-K2-K4-K6-K9;L R F Lb Fb Rb;6;0.33
11;12;1;E1-E2-E3-E7-E8-K10-K11-K2-K4-K6-K9;Rb Fb Rb F F R B B R R R F F R Fb Fb B B Fb R;20;0.05
6;7;1;E1-E4-E6-E7-K10-K3;Lb Fb L F D Fb Db;7;0.14
6;7;1;E4-E6-K10-K12-K2-K4;Bb Bb Rb B B;5;0.20
10;11;1;E1-E4-E5-E6-E8-K10-K12-K2-K6-K7;Ub Bb Rb B R Ub Ub Ub Rb;9;0.11
4;5;1;E5-E6-K12-K8;F U Fb;3;0.33
7;9;2;E1-E6-E8-K11-K12-K8-K9;Ub R B Rb U;5;0.40
9;10;1;E1-E6-E8-K11-K12-K3-K4-K8-K9;L Db Lb Ub Ub Ub L D Lb Ub;10;0.10
10;11;1;E1-E6-E7-E8-K11-K12-K3-K4-K8-K9;U Bb U B U Bb U B U;9;0.11
11;12;1;E1-E3-E6-E7-E8-K11-K12-K3-K4-K8-K9;Rb Bb R Bb Rb B U B Ub R;10;0.10
7;8;1;E1-E3-E6-E7-E8-K1-K8;Rb F R Fb Fb Rb Db R Fb Fb;10;0.10
8;9;1;E1-E3-E4-E6-E7-E8-K1-K8;D B D B D Bb Db Bb Db Bb;10;0.10
10;11;1;E1-E3-E4-E6-E7-E8-K1-K7-K8-K9;Rb Lb Rb L R Fb Rb Fb Rb L R L L R L F R F R Fb;20;0.05
7;8;1;E2-E3-E5-E6-E7-K6-K7;Fb Ub Fb U L F Lb;7;0.14
8;9;1;E2-E3-E5-E6-E7-K12-K6-K7;L F U L Ub Lb Fb;7;0.14
11;12;1;E2-E4-E5-E6-E7-K1-K12-K2-K6-K7-K8;U Db U B Db U D D Ub Bb U U B D U Db Ub Db Bb D;20;0.05
7;9;2;E3-E5-E6-E7-K1-K8-K9;F F Bb R B Fb Fb;7;0.29
9;10;1;E1-E3-E5-E6-E7-K1-K3-K8-K9;L R R R R D R R Db Lb D Rb Rb Db;14;0.07
10;12;2;E1-E3-E5-E6-E7-E8-K1-K3-K8-K9;B D B B Db L L L Db L D L B B Lb Db;16;0.12
4;6;2;E4-E6-E8-K10;Fb U F;3;0.67
6;9;3;E4-E6-E8-K1-K10-K3;F Ub L U Fb;5;0.60
9;10;1;E4-E5-E6-E7-E8-K1-K10-K3-K6;B D B Db Bb Db Bb Db B D;10;0.10
10;11;1;E4-E5-E6-E7-E8-K1-K10-K12-K3-K6;Lb Fb Ub L Ub Lb F L U Fb U F;12;0.08
2;3;1;E5-E7;Ub;1;1.00
5;6;1;E3-E6-E7-K2-K9;R D Lb Db Rb;5;0.20
7;8;1;E2-E3-E4-E6-E7-E8-K2;L D Lb Db Lb Db Lb D L D;10;0.10
8;9;1;E2-E3-E4-E6-E7-E8-K11-K2;Rb F L F Lb Fb Lb Fb Lb F Lb Lb R Lb;14;0.07
9;10;1;E2-E3-E4-E6-E7-E8-K11-K2-K6;Db Lb D D D Lb Db L D L D L;12;0.08
10;11;1;E2-E3-E4-E6-E7-E8-K11-K2-K5-K6;Db Fb Db F D F D F Db Fb;10;0.10
4;5;1;E7-K1-K7-K9;Rb F R;3;0.33
8;9;1;E5-E7-K11-K2-K3-K7-K8-K9;L Fb Lb F;4;0.25
10;11;1;E1-E2-E5-E7-K11-K2-K3-K7-K8-K9;Bb Bb Lb U L Ub B B;8;0.12
11;12;1;E1-E2-E3-E5-E7-K11-K2-K3-K7-K8-K9;Db Ub D Ub Rb U Rb D R Ub Rb Db Rb Rb U D Ub Ub Ub Db;20;0.05
8;10;2;E2-E3-E5-K1-K10-K11-K7-K9;Fb Bb U F Ub B F;7;0.29
10;11;1;E1-E2-E3-E4-E5-K1-K10-K11-K7-K9;Rb Lb Lb Lb Lb Rb U R Lb Rb Ub Rb U R Lb Rb Lb Lb Ub Rb;20;0.05
11;12;1;E1-E2-E3-E4-E5-E8-K1-K10-K11-K7-K9;Rb Ub Fb U R F R U Rb Fb;10;0.10
9;11;2;E4-E5-K1-K10-K11-K2-K6-K7-K8;Ub F Lb Ub L Fb U;7;0.29
7;8;1;E6-E8-K10-K3-K7-K8-K9;B Lb Bb L;4;0.25
8;9;1;E2-E6-E8-K10-K3-K7-K8-K9;U L Ub Lb;4;0.25
9;11;2;E2-E6-E8-K10-K3-K4-K7-K8-K9;Lb F Lb Fb L;5;0.40
11;12;1;E2-E6-E8-K1-K10-K12-K3-K4-K7-K8-K9;B Rb Bb Lb B R Bb L;8;0.12
3;4;1;E8-K11-K12;U Bb;2;0.50
7;9;2;E2-E3-E7-K10-K12-K4-K7;Lb Lb;2;1.00
9;11;2;E2-E3-E4-E7-K10-K12-K4-K5-K7;Rb L B Lb Bb R;6;0.33
11;12;1;E1-E2-E3-E4-E7-K10-K12-K4-K5-K7-K9;R B R Bb Rb Bb Rb Bb R B;10;0.10
8;9;1;E2-E6-K11-K2-K5-K6-K8-K9;F L F F Lb F;6;0.17
10;11;1;E2-E6-E8-K11-K12-K2-K5-K6-K8-K9;Db U Rb U R D Ub;7;0.14
7;8;1;E1-E3-E4-E6-E7-E8-K1;R D F D R Db Fb Db Rb Fb;10;0.10
8;9;1;E1-E3-E4-E6-E7-E8-K1-K12;Rb U Db Ub R R R U Db Ub Db R D R Db Db Db R R Db;20;0.05
9;10;1;E1-E3-E4-E6-E7-E8-K1-K12-K7;B R Fb B F Rb Bb Rb Bb Rb B R;12;0.08
10;12;2;E1-E3-E4-E6-E7-E8-K1-K12-K7-K8;Ub Lb Lb Lb U Lb Lb Lb U Lb Ub Lb D Ub Db Lb Ub Ub;18;0.11
5;6;1;E2-E3-E5-E7-K6;Lb D Lb Db L;5;0.20
8;9;1;E2-E3-E5-E6-E7-K11-K12-K6;Fb Db B D F Db Bb D;8;0.12
7;8;1;E3-E6-E8-K2-K4-K5-K6;Fb D D Rb D D F;7;0.14
9;10;1;E3-E4-E6-E8-K10-K2-K4-K5-K6;Lb Db R D L Db Rb D;8;0.12
10;11;1;E1-E3-E4-E6-E8-K10-K2-K4-K5-K6;Db R R Db Db Rb Rb D D Rb Rb Db;12;0.08
9;10;1;E2-E4-E5-E7-E8-K1-K3-K6-K8;Ub Ub L U L B L Ub L U U B;12;0.08
5;6;1;E1-E2-E5-E6-K8;Db U L D Ub;5;0.20
7;9;2;E1-E2-E5-E6-K11-K6-K8;U L F Lb Fb Ub;6;0.33
9;10;1;E1-E2-E4-E5-E6-E8-K11-K6-K8;Rb F U Fb Rb U U U Fb Fb U R F R Ub Ub Rb Ub Fb R;20;0.05
9;10;1;E1-E3-K1-K10-K12-K5-K7-K8-K9;Bb D B Db B D B Db Bb;9;0.11
10;11;1;E1-E3-K1-K10-K11-K12-K5-K7-K8-K9;B Lb Bb Rb B L Bb R;8;0.12
11;12;1;E1-E3-E4-K1-K10-K11-K12-K5-K7-K8-K9;R D Fb Db F Db Db Db Db Rb Fb D F Db;14;0.07
9;10;1;E5-E6-E7-K1-K11-K4-K7-K8-K9;Ub Lb Ub L U U;6;0.17
10;11;1;E2-E5-E6-E7-K1-K11-K4-K7-K8-K9;Bb R B Lb Bb Rb B L;8;0.12
11;12;1;E1-E2-E5-E6-E7-K1-K11-K4-K7-K8-K9;L R Fb R R F Lb F F F Rb Rb F Rb;14;0.07
7;8;1;E2-E3-E5-K11-K12-K6-K9;Lb U Bb Ub L;5;0.20
8;9;1;E2-E3-E4-E5-K11-K12-K6-K9;F Ub Fb Db F U Fb D;8;0.12
9;10;1;E2-E3-E4-E5-E7-K11-K12-K6-K9;Bb Bb Ub F U Fb Bb Bb F Ub Fb U;12;0.08
10;11;1;E2-E3-E4-E5-E7-E8-K11-K12-K6-K9;F D Fb Fb Fb Db Fb Db Fb Db F D;12;0.08
11;13;2;E2-E3-E4-E5-E7-E8-K11-K12-K5-K6-K9;B D D L Db Bb Db B D Lb Db B D Bb Db B B;17;0.12
6;7;1;E4-E6-K12-K6-K7-K9;Bb Rb B;3;0.33
7;8;1;E2-E4-E6-K12-K6-K7-K9;U Lb Ub R L Ub Rb;7;0.14
8;9;1;E2-E4-E6-K1-K12-K6-K7-K9;Db Rb Rb U D R R Ub;8;0.12
9;10;1;E2-E4-E6-K1-K12-K3-K6-K7-K9;R Ub Ub Lb U L U Rb;8;0.12
10;12;2;E2-E4-E6-K1-K12-K3-K6-K7-K8-K9;Db Fb D F D F D Fb Db Fb;10;0.20
7;8;1;E8-K1-K10-K4-K6-K7-K9;Bb Rb B;3;0.33
8;9;1;E8-K1-K10-K11-K4-K6-K7-K9;U R Ub Rb;4;0.25
11;12;1;E1-E3-E4-E8-K1-K10-K11-K4-K6-K7-K9;Ub D Fb Fb Fb Db Db Ub Db Db Fb D D F U F F F U D;20;0.05
4;6;2;E1-E5-E6-K8;Rb F F R;4;0.50
7;8;1;E1-E5-E6-E8-K11-K3-K8;U B B Ub Ub B B U U Bb Bb U;12;0.08
8;10;2;E1-E5-E6-E8-K11-K2-K3-K8;F D Fb Ub F Db Fb U;8;0.25
8;9;1;E1-E2-E5-E7-K1-K2-K5-K6;Db Fb D F Db F D;7;0.14
9;10;1;E1-E2-E5-E7-K1-K12-K2-K5-K6;D Fb D Fb Db F Db;7;0.14
10;12;2;E1-E2-E5-E7-E8-K1-K12-K2-K5-K6;Db Rb D F Rb Db R D R F D Fb Fb;13;0.15
9;10;1;E2-E4-E5-E6-E7-E8-K10-K4-K9;Rb Ub Rb Ub Rb U R U R U;10;0.10
10;11;1;E2-E4-E5-E6-E7-E8-K10-K3-K4-K9;Rb Db Rb Db Rb D R Db Db Db R D;12;0.08
10;11;1;E2-E3-E7-K1-K10-K12-K2-K5-K7-K9;Lb Ub L D Lb U L Db;8;0.12
11;12;1;E2-E3-E5-E7-K1-K10-K12-K2-K5-K7-K9;Lb U Lb Lb R L L Rb Rb Ub Lb R Lb Lb R R R U R Ub;20;0.05
7;8;1;E5-E6-E7-E8-K1-K5-K9;Bb F R Fb B;5;0.20
10;11;1;E3-E5-E6-E7-E8-K1-K2-K4-K5-K9;R D F R F Db Fb Rb Fb Db;10;0.10
11;12;1;E3-E5-E6-E7-E8-K1-K12-K2-K4-K5-K9;Lb Rb L Bb R Bb Rb Bb Rb Bb R B Lb Rb L Rb Rb Bb Bb R;20;0.05
7;9;2;E4-E6-K1-K10-K3-K5-K9;Db Db B Db Db;5;0.40
10;13;3;E2-E4-E6-E8-K1-K10-K12-K3-K5-K9;R L Ub Lb Rb;5;0.60
8;9;1;E1-E3-E4-E6-K10-K5-K6-K9;D R D Rb B Rb Bb R Db Db;10;0.10
9;10;1;E1-E3-E4-E6-E8-K10-K5-K6-K9;F Lb Fb Lb Fb Lb F L F L;10;0.10
10;12;2;E1-E3-E4-E6-E8-K1-K10-K5-K6-K9;R L R R L R Ub Rb U R R Lb U Rb Rb Ub Lb R;18;0.11
8;9;1;E1-E2-E5-K12-K2-K4-K5-K9;Lb Lb F D Fb Lb Lb;7;0.14
9;10;1;E1-E2-E5-E7-K12-K2-K4-K5-K9;R Lb Rb F R Fb L F Rb Fb;10;0.10
10;11;1;E1-E2-E5-E7-E8-K12-K2-K4-K5-K9;Lb Db Db Rb D R D D R L Rb Rb L L R Db Rb Lb Lb R;20;0.05
11;14;3;E1-E2-E5-E7-E8-K1-K12-K2-K4-K5-K9;Rb L B L L Bb Lb R R L B Lb Lb Bb Lb Rb;16;0.19
11;12;1;E1-E2-E3-E5-E6-K1-K11-K12-K2-K5-K6;Rb Fb R R Lb R R Lb Lb Lb R F L Fb L Rb Lb F R Lb;20;0.05
9;10;1;E1-E2-E3-E5-K1-K10-K12-K4-K8;R F L Fb Rb F Lb Fb;8;0.12
10;11;1;E1-E2-E3-E5-E7-K1-K10-K12-K4-K8;Fb D F B Fb Db Db Bb Db Db Bb F Db Bb D B;16;0.06
7;9;2;E1-K10-K11-K12-K3-K5-K9;Bb R Ub Rb B;5;0.40
9;10;1;E1-E4-K1-K10-K11-K12-K3-K5-K9;Fb D B Db F D Bb Db;8;0.12
10;11;1;E1-E4-E6-K1-K10-K11-K12-K3-K5-K9;R Lb U Lb Ub Rb U L U U U L;12;0.08
11;13;2;E1-E4-E5-E6-K1-K10-K11-K12-K3-K5-K9;Db Lb U L D Lb Ub L;8;0.25
6;8;2;E3-E5-E6-K7-K8-K9;F Ub Ub Fb;4;0.50
9;10;1;E2-E3-E5-E6-E8-K3-K7-K8-K9;Db Lb D F L Fb Lb;7;0.14
11;12;1;E2-E3-E4-E5-E6-E8-K3-K5-K7-K8-K9;B B R B R B R Bb Rb F Bb Fb Rb Bb Bb Bb R R R R;20;0.05
8;9;1;E6-E7-E8-K11-K2-K6-K8-K9;Db F Rb Fb D;5;0.20
11;12;1;E1-E6-E7-E8-K11-K2-K4-K6-K7-K8-K9;Rb Rb Db Fb Db F D D R R;10;0.10
9;10;1;E3-E4-E5-E6-K1-K12-K6-K7-K8;F L F Rb F F F Lb R Lb Rb F R Fb L Fb R Lb Rb L;20;0.05
8;9;1;E1-E5-K1-K12-K2-K3-K4-K7;D B L Db Lb Bb;6;0.17
9;10;1;E1-E5-E8-K1-K12-K2-K3-K4-K7;Db Rb L D Lb R D;7;0.14
11;12;1;E1-E5-E6-E8-K1-K12-K2-K3-K4-K7-K8;Rb Fb L Rb Lb R Lb F R Fb L F;12;0.08
6;9;3;K11-K2-K3-K5-K8-K9;U Bb Ub;3;1.00
5;6;1;E1-E6-K10-K12-K9;U Fb Ub F;4;0.25
8;9;1;E1-E3-E6-K12-K3-K6-K7-K9;B U U R Ub Ub Bb;7;0.14
9;10;1;E1-E2-E3-E6-K12-K3-K6-K7-K9;F Db Bb D Fb Db B D;8;0.12
11;13;2;E1-E3-E4-E7-E8-K4-K5-K6-K7-K8-K9;D R Bb Rb Db R B Rb;8;0.25
7;9;2;E3-E5-E7-K1-K11-K6-K7;Ub R F U Fb Rb U;7;0.29
10;11;1;E3-E5-E6-E7-K1-K11-K2-K5-K6-K7;Lb F Rb Fb L F R Fb;8;0.12
8;10;2;E1-E3-E6-E8-K10-K3-K5-K8;Bb R R Ub R R B;7;0.29
10;12;2;E1-E3-E6-E8-K1-K10-K3-K4-K5-K8;Lb Bb Bb Db Bb Bb L;7;0.29
9;10;1;E1-E2-E5-E6-E7-K10-K2-K4-K9;Fb Fb U U Rb Fb Ub Ub Rb Ub F Ub R Ub Fb Fb Rb Ub F R;20;0.05
6;7;1;E8-K12-K2-K5-K6-K8;R B Rb Bb;4;0.25
7;8;1;E6-E8-K12-K2-K5-K6-K8;D B U Bb Db;5;0.20
10;11;1;E3-E6-E8-K10-K12-K2-K5-K6-K7-K8;L U R Ub Lb U Rb Ub;8;0.12
11;12;1;E3-E5-E6-E8-K10-K12-K2-K5-K6-K7-K8;Ub R U L Ub Rb U Lb;8;0.12
7;10;3;E5-K1-K12-K3-K6-K8-K9;F U R Ub Fb;5;0.60
5;6;1;E6-K12-K2-K3-K6;F Ub Fb U;4;0.25
6;7;1;E6-E8-K12-K2-K3-K6;Fb Ub F U;4;0.25
4;5;1;E8-K6-K7-K8;Ub Ub;2;0.50
11;12;1;E3-E4-E7-K10-K12-K2-K3-K5-K6-K7-K8;Db B U Bb D B Ub Bb;8;0.12
10;11;1;E2-E3-E6-K1-K2-K3-K5-K6-K8-K9;Lb F L B Lb Fb L Bb;8;0.12
11;12;1;E2-E3-E6-E7-K1-K2-K3-K5-K6-K8-K9;D F Ub Ub Ub Fb Db F Db Ub D Fb;12;0.08
7;8;1;E2-E6-E8-K12-K4-K6-K7;Rb Db R D B Rb Bb;7;0.14
8;9;1;E2-E6-E7-E8-K12-K4-K6-K7;Fb U B Ub F U Bb Ub;8;0.12
9;10;1;E1-E2-E6-E7-E8-K12-K4-K6-K7;Fb D F Db Db Db Rb Db R Db;10;0.10
10;11;1;E1-E2-E3-E6-E7-E8-K12-K4-K6-K7;U R D Ub Db Rb Ub Rb Ub R U R;12;0.08
9;12;3;E2-E3-E5-E6-K1-K10-K2-K4-K9;L Ub Lb Fb L U Lb;7;0.43
11;12;1;E2-E3-E4-E5-E7-K10-K12-K4-K5-K7-K8;Lb R L R Lb R L U Rb Ub Rb Ub Rb U Rb Rb Rb U Rb Rb;20;0.05
6;7;1;E2-E3-E6-E7-K11-K5;U Db B B D Ub;6;0.17
8;9;1;E1-E2-E3-E5-E6-K11-K5-K8;Ub R U Lb Ub Rb U L;8;0.12
11;12;1;E1-E2-E3-E5-E6-E7-K11-K4-K5-K6-K8;Lb Ub Ub Bb L B U L U Bb Ub Lb U L;14;0.07
6;7;1;E3-E5-K1-K11-K5-K7;U Rb Fb R F Ub;6;0.17
7;8;1;E2-E3-E5-K1-K11-K5-K7;B D Bb Db B Db Bb;7;0.14
10;11;1;E2-E3-E4-E5-E7-K1-K11-K12-K5-K7;U Db Db Db Db Ub B U B Db U D Ub Ub Bb Ub Bb Ub B U;20;0.05
9;10;1;E1-E3-E5-E7-K10-K12-K2-K4-K7;Lb Lb Db R D Lb Db Rb D Lb;10;0.10
10;11;1;E1-E3-E4-E5-E7-K10-K12-K2-K4-K7;L L D L Db Lb Db L L L Db L D Lb;14;0.07
11;12;1;E1-E3-E4-E5-E7-K10-K11-K12-K2-K4-K7;U Fb Bb Fb B Ub B U B Fb Fb Bb Ub Bb;14;0.07
5;6;1;E4-E6-E7-K1-K8;L Ub Lb;3;0.33
7;10;3;E1-E4-E6-E7-K6-K7-K8;Lb Lb Ub Lb Lb;5;0.60
5;6;1;E1-E7-K10-K4-K5;Ub Db B D U;5;0.20
6;7;1;E1-E7-K10-K4-K5-K9;R Fb R F Rb;5;0.20
8;9;1;E1-E6-E7-K10-K4-K5-K6-K9;F Ub Fb Ub F U U Fb Ub;9;0.11
8;9;1;E1-E2-E8-K11-K4-K5-K7-K8;Bb L Db L L D Lb B;8;0.12
9;10;1;E1-E2-E8-K10-K11-K4-K5-K7-K8;Db Fb Ub F D Fb U F;8;0.12
10;11;1;E1-E2-E6-E8-K10-K11-K4-K5-K7-K8;Bb R Bb Rb B U B Ub;8;0.12
11;12;1;E1-E2-E6-E8-K1-K10-K11-K4-K5-K7-K8;L Rb L Rb Lb F L L Fb R F Lb Fb Rb F Lb Fb Rb Rb Lb;20;0.05
7;9;2;E2-E4-E6-K12-K3-K8-K9;Rb Bb R D B Db Bb;7;0.29
9;10;1;E2-E4-E6-E7-K12-K3-K6-K8-K9;B Lb Fb L B B B Lb F L;10;0.10
10;11;1;E2-E4-E5-E6-E7-K12-K3-K6-K8-K9;U Fb Ub D Ub Db Ub Db Ub F U U Fb D F U;16;0.06
8;9;1;E4-E6-E8-K11-K12-K2-K4-K9;Fb Bb Ub F B;5;0.20
10;13;3;E4-E5-E6-E7-E8-K11-K12-K2-K4-K9;Rb Bb U B R Bb U U U B;10;0.30
9;10;1;E1-E3-E5-E8-K11-K2-K6-K7-K8;Db R Db Db Db F F D Fb Db Fb Db Rb D;14;0.07
5;6;1;E6-E7-E8-K3-K6;B Fb L F Bb;5;0.20
7;9;2;E2-E6-E7-E8-K10-K3-K6;D D R U Rb Db Db;7;0.29
9;10;1;E2-E3-E4-E6-E7-E8-K10-K3-K6;L R Bb Lb Bb Lb Bb L B L B Rb;12;0.08
7;9;2;E2-E3-E7-E8-K2-K3-K5;U Bb Ub;3;0.67
11;12;1;E2-E3-E5-E6-E7-E8-K1-K12-K2-K3-K5;Db Bb Db Bb Db B D B D B;10;0.10
7;8;1;E6-E7-K10-K3-K4-K6-K7;B Lb Lb Bb;4;0.25
11;12;1;E4-E6-E8-K10-K12-K3-K4-K6-K7-K8-K9;Bb U Fb Ub B U F Ub;8;0.12
6;7;1;E1-E7-K10-K12-K4-K5;Db Db R D D;5;0.20
7;8;1;E1-E2-E7-K10-K12-K4-K5;Ub B U L Bb Lb;6;0.17
5;6;1;E4-E5-K1-K11-K9;U Fb Ub;3;0.33
7;8;1;E4-E5-E6-E7-K1-K3-K9;Bb Rb B D R Db;6;0.17
8;9;1;E4-E5-E6-E7-K1-K3-K8-K9;Ub B Db Bb Db U D B D Bb;10;0.10
9;10;1;E4-E5-E6-E7-E8-K1-K3-K8-K9;U F Ub Bb U Fb Ub B;8;0.12
11;12;1;E1-E4-E5-E6-E7-E8-K1-K3-K5-K8-K9;Bb L L L D L Db Db B L Bb Lb Db Lb D D D D L Db;20;0.05
6;7;1;E3-E5-E6-E8-K3-K9;U Fb U F Ub;5;0.20
7;8;1;E1-E3-E5-E6-E8-K3-K9;Lb Db B Db Bb Db Db B L Bb;10;0.10
8;9;1;E1-E3-E5-E6-E7-E8-K3-K9;B U R Bb Ub Bb Rb Bb Ub Ub Ub R;12;0.08
9;10;1;E8-K10-K11-K12-K4-K5-K6-K7-K8;U Rb Ub Fb U F R;7;0.14
10;11;1;E1-E4-E5-E6-E7-K2-K4-K5-K7-K9;Lb Fb Lb F Rb Fb L F Lb Lb Lb Lb R L;14;0.07
8;9;1;E2-K1-K11-K12-K3-K4-K6-K9;Rb Bb Rb B B R Bb R;8;0.12
9;11;2;E2-E6-K1-K11-K12-K3-K4-K6-K9;Ub Fb Ub F U Lb U L;8;0.25
7;8;1;E1-E2-E6-E8-K2-K6-K9;Bb L Fb Lb B;5;0.20
8;10;2;E1-E2-E6-E8-K1-K2-K6-K9;Ub Rb U B R Bb;6;0.33
10;11;1;E1-E2-E3-E6-E8-K1-K2-K3-K6-K9;D L D F Db Fb Db Lb F Db;10;0.10
11;12;1;E1-E2-E3-E4-E6-E8-K1-K2-K3-K6-K9;R Lb R Db Db R R D D Lb R R L Db Db L;16;0.06
4;6;2;E2-E5-E7-E8;Db L Fb Lb D;5;0.40
7;8;1;E1-E2-E5-E6-E7-E8-K7;D Bb Db Bb Db Bb D B D B;10;0.10
8;9;1;E1-E2-E5-E6-E7-E8-K11-K7;F F Rb Db Fb Rb Db Db R D F R;12;0.08
9;10;1;E1-E2-E5-E6-E7-E8-K11-K7-K8;Lb U L U L U Lb Ub Lb D Ub Db;12;0.08
4;5;1;E7-E8-K2-K9;Bb Ub B;3;0.33
6;7;1;E3-E4-E7-E8-K2-K9;R D B Db Bb Rb;6;0.17
7;8;1;E3-E4-E6-E7-E8-K2-K9;Lb Db L Db Bb D B D;8;0.12
8;9;1;E1-E3-E4-E6-E7-E8-K2-K9;B D L D B Lb D L Bb Lb Bb Db Lb Bb Lb B;16;0.06
9;11;2;E1-E3-E4-E6-E7-E8-K12-K2-K9;Lb F L D Fb Lb Fb Db Fb L D L;12;0.17
7;8;1;E2-E6-K11-K4-K5-K6-K8;Lb F Lb Lb Fb Lb;6;0.17
8;9;1;E1-E2-E6-K11-K4-K5-K6-K8;Db Lb Fb Db F D L;7;0.14
10;11;1;E1-E2-E6-K10-K11-K12-K4-K5-K6-K8;D F U Fb Db F Ub Fb;8;0.12
11;13;2;E1-E2-E6-E8-K10-K11-K12-K4-K5-K6-K8;Lb F F F Rb F L L F L R Lb Rb F F R F R Lb Rb;20;0.10
6;7;1;E3-E6-K1-K12-K4-K7;Ub L U;3;0.33
8;9;1;E2-E3-E6-K1-K12-K4-K6-K7;Rb Fb Db Db F R;6;0.17
11;12;1;E2-E3-E5-E6-K1-K12-K2-K4-K6-K7-K9;Db F D Ub Db Fb D F U Fb;10;0.10
10;13;3;E1-E8-K10-K11-K12-K2-K3-K5-K6-K7;F F D Fb Db Fb;6;0.50
11;12;1;E1-E2-E8-K1-K10-K11-K3-K5-K6-K7-K9;Ub Fb U F U F Ub Ub Ub Fb Ub Fb;12;0.08
7;8;1;E4-E6-K10-K2-K6-K8-K9;Rb Fb L F Lb F R;7;0.14
11;13;2;E1-E4-E6-E7-K10-K11-K12-K2-K6-K8-K9;Rb Ub Fb U F Ub F R Ub Rb Ub Ub Fb R R R R R;18;0.11
10;11;1;E1-E2-E6-K1-K10-K11-K2-K4-K5-K9;Bb Bb D Rb Db Bb Bb;7;0.14
10;11;1;E2-E3-E4-E5-E7-E8-K4-K5-K7-K8;Bb Rb Ub R R R B U R B U Rb;12;0.08
11;12;1;E2-E3-E4-E5-E7-E8-K11-K4-K5-K7-K8;U Db Ub Db Rb Ub Db U Db R D Rb Rb Rb D Rb Rb Db Rb D;20;0.05
5;6;1;E4-E6-K10-K8-K9;B Lb Db L Bb;5;0.20
11;12;1;E2-E3-E4-E6-E7-K10-K11-K12-K4-K5-K6;L U Lb Db L Db Db Db Ub Ub D Ub Ub Ub Ub D U D Lb D;20;0.05
4;5;1;E1-E5-E8-K9;Rb Rb;2;0.50
6;8;2;E1-E5-E8-K11-K7-K9;Ub L F Lb;4;0.50
9;10;1;E1-E5-E7-E8-K11-K2-K6-K7-K9;U Db Fb Ub F D;6;0.17
9;10;1;E1-E2-E3-E4-E5-K11-K6-K7-K9;L Bb Lb Fb Fb Fb L B Lb Fb;10;0.10
6;7;1;E1-E2-E4-E5-K4-K8;Ub Bb Db B U;5;0.20
8;9;1;E1-E2-E3-E4-K11-K12-K4-K8;Lb Bb Lb B U B Ub;7;0.14
