Start Count;End Count;Improvement Count;Starting Positions;Move Sequence;Move Count;Value
13;14;1;E1-E2-E3-E5-E6-E7-K1-K10-K11-K12-K3-K6-K9;U B F F Ub Fb Ub Fb U U F U F U Bb Ub;16;0.06
7;8;1;E8-K1-K10-K12-K3-K6-K8;R Db Fb D Rb;5;0.20
11;12;1;E1-E3-E4-E6-E8-K1-K10-K12-K3-K6-K8;B B U Fb Bb F Bb Fb Bb Bb Ub F B B Fb U F U U U;20;0.05
13;14;1;E1-E2-E3-E4-E5-E8-K10-K11-K2-K4-K5-K8-K9;D L Db Db Db L Db Lb Db Lb D Ub Db Ub Db U U Lb Lb Lb;20;0.05
7;8;1;E1-E8-K10-K11-K3-K6-K9;Bb L F F Lb B;6;0.17
12;13;1;E1-E3-E6-E7-E8-K1-K10-K12-K2-K4-K5-K9;L Db L F Db Fb D L F Lb Fb Db F D L Fb L L D Lb;20;0.05
11;12;1;E1-E2-E5-E7-E8-K10-K12-K5-K6-K7-K8;F Db Rb D R F D F F;9;0.11
3;4;1;E7-E8-K7;L U Lb;3;0.33
12;13;1;E3-E4-E5-E7-K1-K11-K2-K4-K5-K6-K7-K9;R D Rb U R Ub D U Db Db Rb Ub;12;0.08
14;15;1;E2-E3-E4-E5-E7-K1-K10-K11-K2-K4-K5-K6-K7-K9;Lb Lb U Rb Ub L R L Rb U R Ub;12;0.08
10;11;1;E1-E3-E5-E6-E7-E8-K12-K6-K8-K9;Ub Ub F U R F R R Fb Ub Rb Fb;12;0.08
14;16;2;E1-E3-E5-E6-E7-E8-K1-K10-K12-K3-K4-K6-K8-K9;Ub Lb Db Lb U Db Ub D Ub D U L Db Db Db L D Lb U Db;20;0.10
7;8;1;E1-E4-E5-E6-K12-K4-K8;Bb U L B Lb Ub Bb Ub Lb U Bb Bb;12;0.08
8;10;2;E1-E3-E6-E7-E8-K1-K4-K6;R D R D Rb Fb Db Rb F Rb;10;0.20
6;7;1;E3-E4-E7-E8-K6-K7;Ub Rb Ub R U Db R D;8;0.12
7;8;1;E3-E4-E5-E7-E8-K6-K7;Ub Lb U Lb Bb L B L;8;0.12
11;13;2;E3-E5-E7-E8-K11-K2-K3-K4-K7-K8-K9;Fb Ub Ub Ub F U F Ub Fb Ub Fb Ub Fb Fb;14;0.14
13;14;1;E3-E5-E7-E8-K1-K11-K2-K3-K4-K5-K7-K8-K9;Db Db L D R Lb R L Db R Lb Rb D Rb Rb Db Db Db;18;0.06
11;12;1;E1-E2-E3-E5-E8-K12-K3-K4-K5-K6-K9;Db R Ub Rb D R U Rb;8;0.12
13;14;1;E1-E2-E3-E4-E5-E8-K10-K12-K3-K4-K5-K6-K9;Bb Bb Db B F Bb F F F F Bb Fb Db Bb Db B D B D Bb;20;0.05
14;15;1;E3-E4-E5-E6-E7-K10-K11-K12-K2-K4-K5-K6-K7-K8;Ub F U B Ub Fb U U U U U Bb;12;0.08
7;8;1;E2-E3-E7-E8-K10-K8-K9;Rb L Ub Lb U R;6;0.17
7;8;1;E3-E6-E7-K1-K5-K6-K7;Rb F R D Fb Db;6;0.17
13;14;1;E1-E3-E5-E6-E7-K1-K11-K4-K5-K6-K7-K8-K9;Ub Ub L D Lb Ub Ub Lb Lb Db Ub Db U D D Lb Db Lb;18;0.06
4;5;1;E1-E8-K1-K11;Db R D;3;0.33
6;7;1;E4-E7-K10-K11-K2-K9;Lb B U Bb L;5;0.20
9;10;1;E1-E4-E7-E8-K10-K11-K2-K3-K9;F Rb Fb Fb Fb Fb B Rb Fb R Fb Fb Bb Fb Fb Rb F R R Fb;20;0.05
7;8;1;E1-E3-K1-K11-K12-K4-K7;L D Lb Db;4;0.25
11;12;1;E3-E5-E7-E8-K10-K12-K3-K4-K6-K8-K9;U B Ub Bb;4;0.25
13;14;1;E3-E5-E6-E7-E8-K10-K11-K12-K3-K4-K6-K8-K9;Lb R R L R Lb Bb R B L Bb Rb B L R Lb;16;0.06
12;13;1;E1-E2-E5-E6-E7-E8-K1-K10-K3-K4-K5-K6;Db Rb Db R Db Db Rb Rb Db U Db Ub R R D D R D R D;20;0.05
7;8;1;E1-E3-E5-E7-E8-K6-K7;Bb Ub R B U R B Ub Rb Ub;10;0.10
12;15;3;E1-E2-E3-E5-E7-K1-K10-K11-K2-K6-K7-K8;Db F Rb Rb D D Fb Db F Db F F F Db Db F Rb Rb Fb D;20;0.15
13;14;1;E2-E3-E5-E6-E7-E8-K1-K10-K12-K2-K3-K6-K7;Bb Fb B D F D F D Bb Bb F B B Db Fb Db Fb Db Db F;20;0.05
13;14;1;E2-E3-E5-E7-E8-K1-K10-K12-K3-K4-K6-K8-K9;U R R R Ub Lb Ub Ub Ub R Ub L;12;0.08
14;15;1;E1-E4-E5-E7-E8-K10-K11-K12-K3-K4-K5-K7-K8-K9;Db F D Fb U F Db Fb Ub D;10;0.10
13;14;1;E1-E3-E4-E5-E6-E7-K1-K10-K11-K12-K5-K6-K8;Lb Ub B L U Lb Bb U Bb Ub Lb Bb Bb Bb L B L B Ub Bb;20;0.05
3;4;1;E4-E5-E6;Bb Rb B;3;0.33
13;14;1;E1-E2-E3-E5-E6-E8-K10-K12-K4-K5-K6-K8-K9;Ub D Bb Ub Bb Ub B U B U B Db;12;0.08
10;11;1;E2-E3-E6-E7-E8-K1-K11-K12-K4-K8;Lb Db L U Lb D L Ub;8;0.12
13;14;1;E1-E2-E3-E4-E6-E7-K1-K10-K11-K3-K4-K7-K9;Fb U U Db U D Fb U F U U Db Ub D F U Fb Ub;18;0.06
14;15;1;E1-E2-E3-E6-E7-E8-K1-K10-K11-K12-K3-K4-K6-K8;Bb Lb Lb B L B L B L Bb F B Fb L L Bb Lb Bb L B;20;0.05
14;15;1;E2-E3-E5-E7-K1-K10-K11-K12-K2-K4-K5-K7-K8-K9;U Rb Ub Lb Lb U L R Lb Ub Lb Lb;12;0.08
15;16;1;E2-E3-E5-E7-E8-K1-K10-K11-K12-K2-K4-K5-K7-K8-K9;D Fb Bb D B Fb Bb F Db F B B D Fb Db Bb D F Db Db;20;0.05
9;10;1;E2-E3-E4-E6-E7-K11-K3-K5-K9;Lb Bb Db B B B B D D B L D L Bb Lb Db;16;0.06
6;7;1;E5-E6-E7-E8-K1-K11;Ub B U L Ub Lb Bb;7;0.14
14;16;2;E1-E2-E3-E4-E5-E6-K1-K10-K11-K12-K2-K4-K5-K9;Rb Lb Rb D Rb Rb Db Rb Db Rb Db Db R D R R R R L Rb;20;0.10
13;14;1;E1-E3-E5-E7-K1-K10-K11-K12-K3-K6-K7-K8-K9;Fb L R F Rb Fb Lb R L F Lb Fb Rb F R L Fb Rb Lb F;20;0.05
14;15;1;E1-E3-E5-E7-E8-K1-K10-K11-K12-K3-K6-K7-K8-K9;Rb Lb B L Bb R B Lb Bb L;10;0.10
13;14;1;E1-E2-E3-E4-E5-E7-K10-K11-K12-K3-K5-K6-K7;Lb Fb Lb F F Lb Lb Fb Fb L L B Fb Bb F F F Lb F L;20;0.05
6;7;1;K10-K2-K3-K5-K8-K9;U L Ub Lb;4;0.25
11;12;1;E1-E2-E4-E6-K10-K2-K3-K5-K7-K8-K9;Fb Fb R R R D R Db R F R R R F;14;0.07
12;13;1;E1-E2-E4-E6-K10-K2-K3-K4-K5-K7-K8-K9;Db F L D D Lb Db L Db Lb Fb;11;0.09
5;6;1;E5-E6-E7-K2-K5;L F U Fb Ub Lb;6;0.17
10;11;1;E3-E4-E6-E8-K1-K10-K11-K3-K4-K6;Db B Db Bb D Bb D;7;0.14
12;13;1;E3-E4-E6-E7-E8-K1-K10-K11-K3-K4-K5-K6;D Ub B D U U Db U Db U Bb Db Db Db U Db B D Bb Db;20;0.05
6;9;3;E2-E3-E6-E8-K1-K6;Bb D L D D Lb Db B Db Db;10;0.30
8;10;2;E4-E5-E8-K10-K11-K2-K3-K6;R L Ub Rb Rb U R Lb;8;0.25
12;13;1;E4-E5-E6-E7-E8-K1-K10-K11-K2-K3-K4-K9;R Lb Lb Lb Lb R F Rb L L R Fb R F Rb Lb R Lb Fb R;20;0.05
13;15;2;E1-E3-E5-E6-E7-E8-K12-K2-K3-K4-K6-K7-K9;Fb B F Bb F F F D F D Fb Db F F F Db Fb D F F;20;0.10
13;14;1;E1-E2-E4-E5-E6-K1-K10-K2-K5-K6-K7-K8-K9;Rb F L Fb R F Lb Fb;8;0.12
4;5;1;E2-E5-E7-K4;Lb D L Db L;5;0.20
14;15;1;E2-E3-E4-E7-E8-K1-K10-K11-K12-K2-K4-K5-K6-K7;Rb L R B R B B B Rb Rb Lb R L Bb Rb Lb Bb R B R;20;0.05
12;13;1;E2-E3-E4-E5-E6-E7-K1-K12-K3-K5-K8-K9;D L Ub Lb Ub Lb Ub L U L U Db;12;0.08
11;12;1;E2-E3-E4-E7-K1-K10-K11-K2-K4-K7-K8;Db Lb Bb L B D L;7;0.14
6;7;1;E2-E4-E5-E6-E8-K12;U L Ub Lb Ub Lb Ub L U L;10;0.10
15;16;1;E1-E3-E4-E6-E7-E8-K10-K11-K12-K2-K3-K4-K6-K7-K8;Lb Fb Fb Lb Fb Lb F L F L F Lb F L;14;0.07
14;15;1;E1-E2-E4-E6-E7-E8-K1-K10-K12-K2-K3-K6-K7-K9;D F D F D D D Fb Db Fb Db F;12;0.08
6;7;1;E1-E2-E5-E7-K10-K8;F B U Fb Ub Bb;6;0.17
9;12;3;E1-E5-E6-E7-E8-K2-K4-K7-K9;R B Rb B U Bb Ub Bb;8;0.38
12;13;1;E1-E3-E4-E6-E7-E8-K10-K2-K4-K5-K7-K8;Lb Lb Db Lb Db Db L L Db Db L L D D Lb U D Ub Lb Lb;20;0.05
15;16;1;E1-E3-E5-E6-E7-K1-K10-K2-K3-K4-K5-K6-K7-K8-K9;Ub D D F Db Fb U U F Ub Db U Db Db F F F Ub Db Db;20;0.05
14;15;1;E2-E4-E5-E6-E8-K1-K10-K11-K12-K2-K3-K4-K5-K7;Rb Rb Rb Rb B F Rb B F Bb Fb B R Fb R R R Bb R Bb;20;0.05
15;16;1;E2-E3-E4-E5-E8-K1-K10-K11-K12-K2-K3-K4-K5-K6-K9;Bb Bb R F Rb Bb Bb R Fb Rb;10;0.10
6;7;1;E2-E3-E6-K1-K6-K9;Db Fb Lb F L D F;7;0.14
7;8;1;E2-E3-E6-K1-K5-K6-K9;Ub R U Rb Fb Rb F R;8;0.12
11;12;1;E2-E4-E5-E6-E8-K10-K12-K2-K5-K7-K8;U Bb D B Ub Ub Bb Ub Db U B D U Db;14;0.07
7;8;1;E1-E7-K12-K3-K4-K7-K9;L Ub Bb L B U Lb;7;0.14
12;13;1;E1-E2-E4-E7-E8-K12-K2-K3-K4-K7-K8-K9;Db F D B Db Fb D Bb;8;0.12
9;10;1;E1-E3-E4-E6-E7-E8-K12-K2-K3;R Bb Bb R B U B Rb Ub Ub Rb Ub Bb Ub;14;0.07
12;13;1;E2-E3-E4-E6-E7-E8-K1-K12-K2-K3-K6-K8;Bb U Bb Db Bb U D D D U U U Bb D B D B D Ub B;20;0.05
8;9;1;E2-E7-K1-K2-K3-K5-K8-K9;Ub Ub Bb Ub Ub;5;0.20
15;16;1;E1-E3-E4-E6-E8-K1-K10-K12-K2-K3-K4-K5-K7-K8-K9;R Fb R Lb Rb Rb Lb R F L L L L Rb Rb Fb L L F R;20;0.05
6;7;1;E2-E4-K11-K12-K6-K9;F Rb Ub Fb U R;6;0.17
14;16;2;E2-E3-E4-E6-E7-K10-K11-K12-K2-K3-K4-K6-K7-K8;Fb Lb F L F Ub Fb U;8;0.25
7;8;1;E3-E4-K10-K3-K6-K7-K9;U Rb D R Db Ub;6;0.17
6;7;1;E1-E5-E7-E8-K11-K3;Fb B B L B F B;7;0.14
7;8;1;E1-E2-E5-E7-E8-K11-K3;U L U Bb Ub Lb Ub Bb L B;10;0.10
9;10;1;E3-E4-E8-K10-K2-K3-K6-K7-K9;Bb Lb B Rb Bb L B R;8;0.12
10;11;1;E3-E4-E5-E8-K10-K2-K3-K6-K7-K9;Bb U Fb Ub B B U F Ub Bb;10;0.10
14;15;1;E1-E2-E3-E4-E5-E6-E7-E8-K1-K3-K4-K5-K7-K9;B R B Rb Bb Rb Bb R B B B B R R B R Bb Fb B F;20;0.05
6;8;2;E1-E5-E8-K4-K7-K9;Lb Bb Rb B L;5;0.40
15;16;1;E1-E2-E3-E5-E6-K1-K10-K11-K12-K2-K3-K4-K7-K8-K9;Ub R U Lb Ub Rb U L;8;0.12
12;14;2;E1-E2-E3-E6-E7-E8-K3-K4-K5-K7-K8-K9;Lb R R L Rb B R B Rb Rb Bb Rb Bb L L Rb L L Bb Bb;20;0.10
13;14;1;E2-E4-E5-E6-E7-K10-K12-K2-K3-K4-K5-K6-K7;Ub D Bb D B U U Bb Db U U D Ub D Ub D D B Db Ub;20;0.05
13;14;1;E2-E3-E5-E6-E7-E8-K1-K10-K11-K12-K2-K3-K7;Lb F Lb Lb Lb U F Ub Ub Ub Lb Ub Ub F F F F U Fb Ub;20;0.05
9;10;1;E4-E6-E8-K12-K2-K3-K4-K6-K9;B R Bb R B Rb Bb;7;0.14
14;15;1;E1-E2-E3-E4-E5-E7-K1-K11-K12-K4-K6-K7-K8-K9;Bb U B U B U U B B B Ub Bb Ub Bb;14;0.07
8;9;1;E4-E5-E6-E7-E8-K1-K3-K9;Db Bb Db Db Db Db F Db Bb Db Fb B B D B;15;0.07
15;16;1;E2-E4-E5-E7-E8-K1-K10-K11-K12-K3-K4-K5-K6-K8-K9;B B Db F D Bb Bb Db Fb D;10;0.10
10;11;1;E3-E4-E5-E6-E7-E8-K10-K3-K5-K8;Rb Rb Rb L R R B L B B Lb Bb Lb Bb L R L Rb B R;20;0.05
12;13;1;E1-E2-E4-E5-E6-E7-K1-K11-K3-K6-K7-K9;U Db Fb Db Fb U Db Ub F F D F D F D D D Ub;18;0.06
8;9;1;E2-E4-E5-E8-K11-K3-K5-K8;Fb Ub B U F Ub F B B B Fb U;12;0.08
10;11;1;E1-E2-E4-E6-E8-K10-K2-K3-K8-K9;F Rb Bb Bb Bb R Fb Rb Bb Rb Rb Rb;12;0.08
12;13;1;E1-E2-E3-E4-E6-E8-K10-K2-K3-K4-K8-K9;D Bb F B Fb Fb Bb F Db F Bb Bb Fb B Db Bb D B D B;20;0.05
10;12;2;E1-E4-E6-E7-K1-K10-K12-K5-K8-K9;U D R U R U R Ub Rb Ub Rb Db U U;14;0.14
6;8;2;E5-E6-E7-K3-K5-K9;Db Fb L F D;5;0.40
13;14;1;E1-E2-E5-E7-K10-K11-K12-K2-K4-K5-K7-K8-K9;Ub Ub B U B U Bb Bb Ub Fb Bb F Ub Bb Bb Bb Bb Fb Bb F;20;0.05
13;14;1;E1-E2-E4-E7-E8-K1-K10-K11-K12-K2-K4-K6-K8;B Db B F Bb D Bb Db Bb Fb Fb Bb Fb Fb Bb Fb Bb Db Db Db;20;0.05
9;10;1;E1-E3-E8-K10-K12-K4-K5-K6-K7;U Rb U Rb Ub R Ub;7;0.14
6;7;1;E2-E4-E7-E8-K10-K9;B Lb Ub Bb U L;6;0.17
7;8;1;E2-E4-E7-E8-K10-K3-K9;L Db L Fb Fb Lb D Lb;8;0.12
13;14;1;E1-E2-E3-E6-E7-E8-K1-K11-K12-K2-K4-K7-K8;B Rb Bb Rb F Bb Fb Rb B R B R;12;0.08
15;16;1;E1-E2-E3-E4-E5-E6-E7-E8-K11-K12-K3-K4-K5-K8-K9;Lb Bb Lb Fb B Fb Fb Fb Fb Bb F Bb Lb Bb L B L B L L;20;0.05
15;16;1;E2-E3-E6-E7-E8-K1-K11-K12-K2-K3-K4-K5-K6-K8-K9;D Fb Db B D F D D D Bb;10;0.10
8;9;1;E4-E6-K11-K12-K2-K4-K8-K9;Bb U B Rb Bb Ub B R;8;0.12
14;16;2;E1-E2-E3-E4-E5-E7-K1-K2-K3-K4-K5-K6-K7-K9;D R R R Db Rb L Rb Rb D D Rb Db R Db Db Lb;17;0.12
7;9;2;E1-E5-E6-E7-K10-K12-K9;Fb B L F Lb Bb;6;0.33
7;8;1;E3-E7-K1-K3-K6-K7-K9;D Rb Fb Db F R Db;7;0.14
8;10;2;E3-E4-E7-E8-K11-K2-K6-K9;R B Rb Bb Db Rb D;7;0.29
11;12;1;E2-E4-E6-E7-E8-K1-K11-K6-K7-K8-K9;Fb Bb Fb Fb Bb Fb B F L Fb Fb Lb Fb B F L F F Lb Fb;20;0.05
11;12;1;E1-E3-E5-E7-E8-K11-K2-K4-K5-K7-K8;D Lb Lb Db R D L L Db Rb;10;0.10
14;15;1;E1-E2-E4-E6-E8-K1-K11-K2-K3-K4-K5-K6-K7-K9;Fb Ub B B U F Ub Bb Bb U;10;0.10
15;18;3;E1-E2-E3-E6-E7-K1-K10-K11-K12-K2-K3-K4-K6-K7-K8;Db Fb D F Db Bb D B Fb Fb B B B F Db Bb Bb Bb F D;20;0.15
11;12;1;E4-E5-E6-E7-E8-K11-K3-K5-K6-K7-K8;Fb L F Rb Fb Lb F R;8;0.12
6;7;1;E2-E6-E8-K11-K3-K4;Lb Rb Db L R;5;0.20
9;10;1;E2-E6-E7-K1-K11-K3-K4-K5-K8;B R B Db Bb Db Rb;7;0.14
13;14;1;E2-E3-E6-E7-E8-K1-K10-K11-K2-K3-K4-K5-K9;Bb F B L Bb Lb B L Fb Lb Bb L Bb Bb Fb Bb Fb Fb Lb Fb;20;0.05
13;15;2;E1-E2-E4-E6-E7-E8-K1-K10-K11-K12-K3-K6-K8;Bb Lb B B B L F Bb Fb L L L L Bb Bb L B L Bb Lb;20;0.10
13;14;1;E1-E3-E4-E5-E6-E8-K1-K10-K12-K2-K5-K6-K8;Rb L L Rb Lb Lb R Db Rb D R D R Db Db Db R R R Db;20;0.05
10;11;1;E4-E5-E6-E7-K10-K3-K5-K6-K7-K9;Fb U Fb Ub F Ub F;7;0.14
13;14;1;E1-E2-E3-E4-E6-E7-K1-K11-K12-K5-K6-K7-K9;D Ub Db U Fb Db Fb D F D F Db Db Db Db U D Ub Fb Db;20;0.05
12;13;1;E2-E3-E4-E5-E6-E8-K10-K12-K3-K4-K7-K8;Bb Lb Bb Lb B L U B B B B Ub B L U U U U B Lb;20;0.05
14;15;1;E4-E5-E6-E7-E8-K1-K10-K11-K12-K2-K3-K5-K6-K9;R B Rb L R Bb Rb B Lb Bb;10;0.10
12;13;1;E2-E3-E4-E6-E7-E8-K1-K10-K11-K12-K5-K9;U U Lb Ub Lb Ub Lb Ub L Rb Rb Lb R R U U L U L Ub;20;0.05
14;17;3;E1-E3-E4-E6-E7-K1-K10-K11-K12-K3-K4-K5-K6-K8;L B Lb Bb Db B D;7;0.43
14;15;1;E1-E2-E3-E4-E5-E6-E7-E8-K10-K11-K12-K2-K4-K6;Rb Ub Rb Ub Ub R U R U Rb Rb Ub;12;0.08
13;14;1;E3-E4-E5-E6-E7-E8-K10-K11-K12-K2-K3-K4-K7;Lb R R R L R L F L Fb L L L Fb Lb Fb Lb Lb Lb F;20;0.05
11;12;1;E1-E2-E5-E6-K10-K12-K2-K4-K5-K8-K9;Db Lb D Lb Rb Lb R L R R R R L L D L D Lb Db Lb;20;0.05
6;7;1;E3-E5-E7-E8-K5-K9;B U Bb Ub;4;0.25
12;13;1;E3-E5-E6-E7-E8-K1-K10-K11-K3-K4-K8-K9;Lb Ub Ub Ub R L Rb L Rb Rb L Rb L Ub L U Lb Rb L Ub;20;0.05
13;14;1;E2-E3-E5-E6-E7-K10-K11-K12-K3-K4-K5-K7-K8;Fb Db Bb F B B Fb D F Db Bb D;12;0.08
10;11;1;E1-E2-E3-E4-E7-E8-K1-K11-K7-K8;B B D B U D Ub Bb Bb Bb D B B B D D D Bb Db B;20;0.05
13;14;1;E1-E2-E3-E4-E5-E8-K1-K10-K11-K12-K5-K6-K8;Fb Fb Fb Fb Fb B Lb Fb Bb F Lb Bb Lb B L B L Bb F B;20;0.05
13;14;1;E1-E2-E4-E7-E8-K10-K12-K2-K3-K4-K5-K7-K8;Bb D D U U D Ub Ub Bb Db B B D B Ub D U B Db Db;20;0.05
12;14;2;E3-E4-E5-E6-E7-E8-K11-K2-K3-K5-K6-K8;Fb Bb Lb Fb Lb F L Bb F B L F Lb Fb Fb Fb Fb Fb B F;20;0.10
13;14;1;E1-E2-E4-E5-E8-K10-K11-K2-K4-K6-K7-K8-K9;Bb Bb Bb D Bb Db F D B Db Fb Bb;12;0.08
8;9;1;E2-E7-E8-K1-K11-K4-K5-K7;B Db R D Bb;5;0.20
11;12;1;E1-E2-E3-E6-E7-K1-K10-K11-K12-K4-K7;Lb F L F F Lb F F L F;10;0.10
11;12;1;E2-E3-E5-E6-E8-K1-K11-K12-K3-K4-K5;Fb Bb F Bb Lb Lb Bb Lb F L F B Fb Lb Fb Lb B Fb B F;20;0.05
10;11;1;E1-E2-E6-E7-K1-K3-K5-K6-K7-K9;Rb D R D D F Db Fb D D;10;0.10
12;15;3;E1-E3-E4-E5-E7-K10-K11-K12-K2-K6-K7-K9;Rb L L Rb Lb Lb R R R L Bb Lb B Rb Bb L B L L L;20;0.15
15;16;1;E1-E2-E3-E4-E5-E6-E7-E8-K10-K11-K12-K2-K6-K7-K9;Ub Ub D D Ub Ub Ub Db Db Ub Fb Fb U U Fb Fb U U Fb Fb;20;0.05
9;10;1;E1-E2-E3-E4-K10-K11-K5-K7-K8;Lb F L D F Db Fb;7;0.14
13;14;1;E3-E5-E6-E8-K1-K10-K12-K3-K4-K5-K6-K7-K8;Ub R U L Ub Rb U Lb;8;0.12
14;15;1;E3-E5-E6-E7-E8-K1-K10-K12-K3-K4-K5-K6-K7-K8;U Fb Ub Fb U B Ub B B B F Bb F Bb Fb Bb U F Bb Ub;20;0.05
15;18;3;E1-E2-E3-E5-E6-E8-K1-K10-K11-K12-K2-K5-K6-K7-K8;U Db U D U Lb D D U D Ub Ub D L U L U L Ub Lb;20;0.15
14;15;1;E1-E3-E5-E6-E7-E8-K1-K11-K12-K2-K3-K6-K7-K9;F U Db Db Db U U U Fb Fb Fb Db Fb D D D Fb Db F D;20;0.05
13;14;1;E1-E2-E4-E5-K1-K10-K12-K3-K4-K6-K7-K8-K9;F Bb Rb B R F F Rb Bb R Bb Fb Fb B Fb B;16;0.06
4;5;1;E2-E5-E7-K12;Ub B L Bb;4;0.25
9;12;3;E1-K1-K11-K12-K5-K6-K7-K8-K9;U B B U Bb Bb Ub;7;0.43
15;16;1;E1-E3-E4-E6-E8-K1-K10-K11-K12-K2-K5-K6-K7-K8-K9;Fb Fb Bb Fb Fb B B B Lb B F B B B L B B Lb Fb L;20;0.05
13;14;1;E1-E3-E4-E5-E7-E8-K1-K10-K12-K2-K3-K4-K6;F F Db Fb Db Fb D D F D F U U Db Ub Ub Ub D U D;20;0.05
12;14;2;E3-E6-E7-E8-K10-K12-K2-K4-K5-K6-K7-K8;U L Ub Ub Lb Ub Lb Ub R Lb Lb R R R L R Lb Rb U L;20;0.10
14;15;1;E1-E3-E6-E7-E8-K1-K10-K11-K12-K2-K3-K6-K7-K9;Db U Rb Rb Rb Rb U D R Db Rb D Ub D Ub Db Db R D Rb;20;0.05
12;14;2;E2-E5-E6-E8-K10-K11-K12-K4-K5-K6-K7-K8;R Lb B Lb B B B L L B Lb Lb Bb Lb B B B B L Rb;20;0.10
12;13;1;E3-E4-E5-E6-E8-K11-K2-K3-K5-K6-K8-K9;Ub B F F Bb U B Ub Fb Fb Ub Ub Ub Bb;14;0.07
13;14;1;E1-E2-E4-E5-E6-E7-K1-K11-K2-K3-K5-K6-K8;Db R Db Fb Fb Rb Rb Rb D R F Rb Db Rb Fb Db Fb D Rb D;20;0.05
14;15;1;E1-E2-E4-E5-E6-K1-K11-K12-K3-K4-K5-K7-K8-K9;D R U Rb Db R Ub Rb;8;0.12
11;12;1;E1-E5-E6-E7-K1-K11-K3-K4-K6-K7-K9;Fb Ub Fb Fb Db Ub D F U F D U Db Fb Db U D Ub F F;20;0.05
10;11;1;E1-E3-E4-E5-E6-K1-K5-K6-K7-K8;D Fb U F Db Fb Ub F;8;0.12
7;8;1;K1-K11-K3-K5-K6-K8-K9;B U U Bb U U;6;0.17
12;13;1;E2-E4-E7-E8-K1-K11-K2-K3-K5-K6-K8-K9;Bb Ub B U B Ub Bb Bb U Bb Bb;11;0.09
15;16;1;E1-E3-E4-E7-E8-K1-K11-K12-K2-K3-K4-K5-K7-K8-K9;R R F Rb B R Fb Rb F B F Bb Bb Fb Fb Rb Fb B F Bb;20;0.05
13;14;1;E2-E3-E4-E6-E8-K1-K10-K12-K2-K4-K6-K8-K9;L F F Lb Bb L Fb Bb F Lb F B Fb Bb L B F F Lb B;20;0.05
7;9;2;E3-E5-E6-K12-K3-K4-K5;Db Bb U B D Ub;6;0.33
13;14;1;E2-E3-E4-E5-E7-K1-K10-K12-K2-K3-K4-K5-K6;Lb Lb R L Rb Db Rb D L L Db R D Lb;14;0.07
14;15;1;E2-E3-E4-E5-E8-K1-K10-K12-K3-K4-K5-K6-K7-K9;B B Ub Fb Fb U Bb Bb Ub Fb Fb U;12;0.08
15;16;1;E2-E3-E4-E5-E7-E8-K1-K10-K12-K3-K4-K5-K6-K7-K9;Bb Ub B B Rb Bb Bb Bb R U B Rb Bb Ub B B U Rb B R;20;0.05
14;15;1;E1-E2-E3-E4-E5-E6-K1-K10-K11-K2-K4-K5-K8-K9;F B B F B Fb Bb U B Ub Ub Ub B U U Bb Ub Bb Ub Fb;20;0.05
12;15;3;E1-E2-E3-E4-E5-E8-K1-K10-K11-K7-K8-K9;U U Fb Fb Fb Lb Fb Ub L L L Ub Lb U F U L U Fb Ub;20;0.15
14;17;3;E2-E3-E6-E7-E8-K1-K10-K11-K12-K2-K3-K4-K5-K9;Lb F F L Fb Lb F Bb Fb L B B B F B Lb F F B L;20;0.15
13;14;1;E1-E2-E4-E5-E7-E8-K1-K11-K12-K4-K5-K6-K7;D R D Rb Db Rb Db Rb D R;10;0.10
12;15;3;E1-E2-E5-E6-E7-K1-K10-K12-K2-K6-K8-K9;F Ub R R U R R Ub Rb U Rb Fb;12;0.25
14;15;1;E1-E3-E4-E6-E8-K1-K10-K12-K2-K5-K6-K7-K8-K9;Fb U F D D Fb Ub F Db Db;10;0.10
5;6;1;E2-E3-E6-E8-K10;Lb F Lb Fb L;5;0.20
15;16;1;E2-E3-E4-E5-E6-E8-K1-K10-K11-K12-K2-K3-K4-K5-K7;L F L Fb Lb Fb Lb Fb L F;10;0.10
5;6;1;E1-E4-E5-E6-K12;Lb R Ub Rb U L;6;0.17
14;16;2;E1-E3-E4-E5-E6-E7-K1-K2-K3-K4-K5-K7-K8-K9;Db L Db Ub Ub Db Ub Ub Db L U D Ub Lb Db Lb Db Lb Db Db;20;0.10
7;8;1;E1-E2-E4-E8-K10-K11-K8;L Fb L F F Lb F L F Bb F B Lb F L F L L;18;0.06
7;9;2;E1-E5-E7-E8-K11-K3-K9;Fb Rb Rb F Rb Rb F;7;0.29
6;8;2;E1-E6-E7-E8-K3-K7;Bb Ub B Ub Bb U B;7;0.29
12;13;1;E1-E2-E3-E5-E7-K10-K11-K2-K3-K5-K6-K8;L Fb Rb Rb Rb F Lb Fb Rb F;10;0.10
12;13;1;E1-E2-E3-E4-E6-E8-K1-K10-K12-K2-K3-K9;Fb Rb Fb Rb F R F R F Rb;10;0.10
14;15;1;E1-E2-E3-E5-E6-K1-K12-K3-K4-K5-K6-K7-K8-K9;L Fb Rb F Lb Fb R F;8;0.12
11;13;2;E3-E6-E7-E8-K10-K11-K2-K3-K5-K6-K9;Lb Lb U D Ub Lb Db U U Lb Lb Lb Lb D L Db Lb Ub Ub Lb;20;0.10
